RowNumber,variable1,variable2,variable3,result
3575,643,85,C,48776
3576,726,82,B,53328
3577,570,70,A,41600
3578,272,31,D,20604
3579,536,21,D,37876
3580,867,36,B,59598
3581,734,50,B,51744
3582,531,43,A,37310
3583,256,17,A,17745
3584,716,49,D,52020
3585,586,71,D,44676
3586,601,13,A,39910
3587,653,10,A,43095
3588,755,27,A,50830
3589,593,87,D,46240
3590,739,58,B,52602
3591,991,65,B,69696
3592,389,13,B,26532
3593,158,69,A,14755
3594,17,22,A,2535
3595,644,53,A,45305
3596,129,16,B,9570
3597,359,82,B,29106
3598,950,53,B,66198
3599,856,67,B,60918
3600,603,21,C,41808
3601,274,49,D,21964
3602,784,68,A,55380
3603,530,85,D,41820
3604,185,98,A,18395
3605,431,80,C,34237
3606,348,78,A,27690
3607,263,63,C,21842
3608,604,28,D,42976
3609,931,32,D,65484
3610,906,27,D,63444
3611,774,69,A,54795
3612,297,16,B,20658
3613,349,99,C,30016
3614,718,51,A,49985
3615,53,13,C,4422
3616,635,88,D,49164
3617,536,32,D,38624
3618,984,75,B,69894
3619,2,37,D,2652
3620,641,40,C,45627
3621,514,54,C,38056
3622,916,10,B,61116
3623,762,66,C,55476
3624,60,59,A,7735
3625,816,38,A,55510
3626,195,82,C,18559
3627,885,20,B,59730
3628,924,69,A,64545
3629,908,71,D,66572
3630,356,70,A,27690
3631,716,56,B,50952
3632,570,55,B,41250
3633,10,95,A,6825
3634,158,10,A,10920
3635,59,81,D,9520
3636,613,98,B,46926
3637,781,31,C,54404
3638,821,95,B,60456
3639,252,30,C,18894
3640,305,14,B,21054
3641,843,83,A,60190
3642,468,93,B,37026
3643,966,44,C,67670
3644,163,15,B,11748
3645,834,55,C,59563
3646,624,47,A,43615
3647,10,18,B,1848
3648,74,67,B,9306
3649,238,13,D,17068
3650,868,46,B,60324
3651,210,33,A,15795
3652,650,63,B,47058
3653,707,43,C,50250
3654,972,82,A,68510
3655,83,16,C,6633
3656,209,69,D,18904
3657,561,85,C,43282
3658,364,99,C,31021
3659,224,79,D,20604
3660,538,74,B,40392
3661,227,85,C,20904
3662,807,94,D,61268
3663,958,80,C,69546
3664,302,89,B,25806
3665,92,75,A,10855
3666,941,49,D,67320
3667,929,51,D,66640
3668,909,75,D,66912
3669,255,15,D,18360
3670,598,93,C,46297
3671,668,38,D,48008
3672,614,11,D,42500
3673,299,44,B,22638
3674,325,35,A,23400
3675,830,53,A,57395
3676,416,62,D,32504
3677,419,37,D,31008
3678,113,10,C,8241
3679,424,42,C,31222
3680,544,43,A,38155
3681,403,46,A,29185
3682,412,89,D,34068
3683,772,86,B,56628
3684,301,13,C,21038
3685,124,70,C,12998
3686,897,42,C,62913
3687,61,90,B,9966
3688,111,29,C,9380
3689,76,77,B,10098
3690,430,53,A,31395
3691,969,66,A,67275
3692,810,18,D,56304
3693,171,52,A,14495
3694,882,81,A,62595
3695,277,100,C,25259
3696,494,51,C,36515
3697,348,90,B,28908
3698,892,62,D,64872
3699,248,11,A,16835
3700,680,63,C,49781
3701,414,80,A,32110
3702,130,94,B,14784
3703,620,38,D,44744
3704,832,59,C,59697
3705,987,95,D,73576
3706,128,78,D,14008
3707,396,43,A,28535
3708,702,100,B,52932
3709,512,18,D,36040
3710,433,38,C,31557
3711,202,92,C,19698
3712,275,17,A,18980
3713,173,79,D,17136
3714,200,34,D,15912
3715,368,39,C,27269
3716,600,85,B,45210
3717,85,65,C,10050
3718,716,14,B,48180
3719,793,83,A,56940
3720,139,44,C,12261
3721,308,18,B,21516
3722,790,82,A,56680
3723,460,32,D,33456
3724,93,84,A,11505
3725,435,49,A,31460
3726,991,43,C,69278
3727,743,31,A,50310
3728,641,88,A,47385
3729,638,97,A,47775
3730,63,93,C,10452
3731,564,11,B,37950
3732,917,74,C,66397
3733,253,64,C,21239
3734,539,78,D,41956
3735,59,23,B,5412
3736,224,33,A,16705
3737,818,96,A,59410
3738,806,50,C,57352
3739,866,59,A,60125
3740,570,58,D,42704
3741,955,83,B,68508
3742,259,94,B,23298
3743,368,10,D,25704
3744,140,22,A,10530
3745,273,14,C,19229
3746,99,88,C,12529
3747,226,24,C,16750
3748,645,85,B,48180
3749,311,91,C,26934
3750,871,84,B,63030
3751,465,50,A,33475
3752,946,25,B,64086
3753,298,10,C,20636
3754,840,94,B,61644
3755,391,77,A,30420
3756,743,55,A,51870
3757,395,97,B,32472
3758,179,76,B,16830
3759,336,17,B,23298
3760,327,30,A,23205
3761,660,53,D,48484
3762,631,39,C,44890
3763,895,17,D,62016
3764,44,53,C,6499
3765,896,35,B,61446
3766,955,95,C,70350
3767,235,83,B,20988
3768,717,17,A,47710
3769,6,28,D,2312
3770,217,43,C,17420
3771,4,33,A,2405
3772,79,48,B,8382
3773,981,44,D,69700
3774,712,21,D,49844
3775,662,65,B,47982
3776,352,56,C,27336
3777,251,71,B,21252
3778,493,31,A,34060
3779,892,42,B,61644
3780,7,41,C,3216
3781,268,49,D,21556
3782,148,68,A,14040
3783,579,99,B,44748
3784,151,100,B,16566
3785,392,100,C,32964
3786,411,53,B,30624
3787,812,15,B,54582
3788,547,32,A,37635
3789,13,16,D,1972
3790,481,67,B,36168
3791,522,95,C,41339
3792,908,27,C,62645
3793,197,55,A,16380
3794,825,23,C,56816
3795,563,47,B,40260
3796,612,53,A,43225
3797,955,100,A,68575
3798,485,68,B,36498
3799,33,16,A,3185
3800,962,93,B,69630
3801,474,56,B,34980
3802,19,31,C,3350
3803,420,38,A,29770
3804,276,58,D,22712
3805,914,78,C,66464
3806,753,15,C,51456
3807,121,47,A,10920
3808,874,88,A,62530
3809,608,46,D,44472
3810,749,75,D,56032
3811,997,37,B,68244
3812,90,25,C,7705
3813,814,14,C,55476
3814,19,85,C,6968
3815,226,58,D,19312
3816,906,19,A,60125
3817,974,84,A,68770
3818,822,14,C,56012
3819,296,72,B,24288
3820,812,18,C,55610
3821,467,56,C,35041
3822,729,60,A,51285
3823,463,45,B,33528
3824,153,55,D,14144
3825,919,88,D,68476
3826,566,56,C,41674
3827,213,47,D,17680
3828,618,43,C,44287
3829,477,68,C,36515
3830,965,18,A,63895
3831,347,48,C,26465
3832,408,74,A,31330
3833,34,87,B,7986
3834,725,70,D,54060
3835,69,87,C,10452
3836,762,100,A,56030
3837,708,20,B,48048
3838,348,24,A,24180
3839,656,93,C,50183
3840,637,20,D,44676
3841,15,83,B,6468
3842,819,21,D,57120
3843,984,20,C,67268
3844,754,84,B,55308
3845,12,94,D,7208
3846,36,56,C,6164
3847,969,70,B,68574
3848,993,18,A,65715
3849,157,81,A,15470
3850,543,99,C,43014
3851,909,21,B,61380
3852,765,35,C,53600
3853,707,42,B,49434
3854,784,71,D,58140
3855,76,85,D,10948
3856,673,45,D,48824
3857,999,27,A,66690
3858,492,83,C,38525
3859,912,27,C,62913
3860,418,60,A,31070
3861,630,17,A,42055
3862,163,78,B,15906
3863,557,76,B,41778
3864,588,10,C,40066
3865,877,83,B,63360
3866,552,41,C,39731
3867,103,46,B,9834
3868,259,55,A,20410
3869,171,73,A,15860
3870,840,88,B,61248
3871,931,86,C,68139
3872,315,95,B,27060
3873,830,22,C,57084
3874,737,95,B,54912
3875,766,92,A,55770
3876,288,67,B,23430
3877,787,82,A,56485
3878,560,25,C,39195
3879,807,51,C,57486
3880,522,48,B,37620
3881,560,31,B,39006
3882,567,50,D,41956
3883,465,64,A,34385
3884,889,48,B,61842
3885,513,12,C,35175
3886,772,74,D,57528
3887,830,13,A,54795
3888,1000,65,B,70290
3889,639,46,C,45895
3890,680,85,D,52020
3891,83,77,A,10400
3892,900,83,C,65861
3893,598,20,D,42024
3894,194,62,D,17408
3895,793,35,D,56304
3896,190,65,C,17085
3897,159,23,B,12012
3898,6,70,D,5168
3899,855,82,B,61842
3900,299,13,A,20280
3901,298,83,D,25908
3902,681,73,A,49010
3903,799,38,C,56079
3904,509,36,D,37060
3905,240,68,B,20328
3906,723,22,D,50660
3907,570,25,D,40460
3908,86,79,B,10890
3909,593,98,C,46297
3910,381,80,C,30887
3911,477,39,C,34572
3912,180,70,D,17000
3913,373,83,B,30096
3914,696,72,A,49920
3915,21,39,B,3960
3916,257,99,A,23140
3917,688,62,C,50250
3918,90,87,C,11859
3919,702,56,D,51544
3920,70,17,C,5829
3921,513,43,B,36696
3922,36,53,C,5963
3923,38,66,B,6864
3924,869,87,C,64052
3925,663,33,D,47328
3926,398,30,A,27820
3927,569,31,C,40200
3928,74,97,D,11628
3929,967,88,A,68575
3930,408,22,A,27950
3931,904,100,A,65260
3932,177,58,D,15980
3933,104,77,D,12308
3934,224,55,C,18693
3935,573,87,C,44220
3936,137,97,B,15444
3937,242,62,D,20672
3938,80,56,A,8840
3939,157,43,C,13400
3940,898,16,A,59410
3941,660,59,A,46735
3942,517,93,D,41480
3943,57,97,B,10164
3944,961,50,D,68748
3945,221,20,C,16147
3946,193,34,D,15436
3947,551,100,D,44268
3948,719,32,D,51068
3949,867,16,B,58278
3950,870,55,D,62900
3951,954,36,B,65340
3952,503,32,A,34775
3953,190,27,B,14322
3954,152,26,D,12104
3955,263,85,B,22968
3956,995,69,C,71288
3957,465,56,D,35428
3958,954,43,C,66799
3959,493,38,D,36108
3960,865,23,C,59496
3961,112,83,B,12870
3962,113,31,A,9360
3963,644,95,D,50252
3964,290,100,D,26520
3965,49,24,A,4745
3966,815,83,C,60166
3967,121,24,D,9860
3968,160,77,A,15405
3969,911,94,A,65325
3970,551,98,D,44132
3971,464,89,B,36498
3972,637,50,C,46029
3973,524,19,D,36924
3974,18,61,A,5135
3975,353,18,A,24115
3976,913,37,D,64600
3977,796,81,A,57005
3978,673,51,A,47060
3979,926,39,C,64655
3980,198,70,A,17420
3981,284,81,D,24820
3982,233,60,A,19045
3983,485,37,A,33930
3984,149,70,D,14892
3985,887,51,C,62846
3986,202,91,B,19338
3987,431,74,A,32825
3988,7,60,D,4556
3989,956,35,B,65406
3990,74,81,A,10075
3991,399,12,D,27948
3992,222,40,C,17554
3993,172,54,D,15368
3994,24,42,B,4356
3995,996,91,B,71742
3996,193,68,D,17748
3997,179,46,A,14625
3998,821,63,B,58344
3999,196,27,D,15164
4000,191,42,B,15378
