RowNumber,variable1,variable2,variable3,result
33435,229,49,J,20572
33436,207,61,H,19296
33437,636,53,N,53742
33438,721,95,G,57936
33439,536,12,X,48224
33440,812,90,W,78474
33441,967,91,D,71944
33442,841,63,F,63280
33443,941,82,S,84909
33444,574,88,R,54284
33445,277,12,S,23987
33446,226,85,U,26435
33447,793,77,N,67860
33448,390,91,X,42328
33449,732,14,B,49236
33450,800,38,U,71230
33451,751,21,H,55584
33452,619,26,F,45150
33453,638,37,B,44550
33454,349,20,J,27306
33455,639,43,F,47740
33456,678,12,I,50370
33457,219,73,A,18980
33458,336,12,W,30276
33459,278,11,X,25432
33460,685,38,Z,65070
33461,226,10,M,18172
33462,722,45,D,52156
33463,450,40,A,31850
33464,426,47,F,33110
33465,759,31,A,51350
33466,549,70,V,53234
33467,393,86,Z,43110
33468,638,77,K,53625
33469,749,45,L,60344
33470,849,92,O,74339
33471,797,13,Z,72900
33472,152,15,P,13360
33473,308,87,Q,31995
33474,506,88,A,38610
33475,704,13,M,55209
33476,585,96,S,56523
33477,7,14,W,1827
33478,284,22,P,24480
33479,859,69,E,64032
33480,253,39,D,19856
33481,77,71,C,9916
33482,574,47,V,53406
33483,410,10,O,33180
33484,953,72,E,70725
33485,731,20,A,48815
33486,468,70,U,45730
33487,432,51,Y,42987
33488,198,21,Z,19710
33489,415,54,F,32830
33490,894,17,H,65592
33491,585,40,M,48125
33492,235,71,S,25398
33493,311,90,Q,32481
33494,675,94,R,63058
33495,315,38,T,29652
33496,27,99,X,11088
33497,658,96,F,52780
33498,553,78,R,51742
33499,192,83,B,18150
33500,207,63,F,18900
33501,966,75,G,73911
33502,264,33,S,24651
33503,439,100,J,39886
33504,15,70,Z,7650
33505,839,70,K,68175
33506,423,39,U,39270
33507,175,29,F,14280
33508,695,73,Q,62208
33509,791,92,O,69757
33510,145,59,V,17544
33511,929,62,A,64415
33512,6,24,N,2340
33513,899,42,F,65870
33514,848,67,F,64050
33515,177,17,E,13386
33516,844,37,R,72242
33517,146,88,N,18252
33518,441,99,E,37260
33519,912,50,A,62530
33520,867,35,R,73964
33521,900,100,V,86000
33522,447,93,Q,43740
33523,586,40,D,42568
33524,777,81,B,56628
33525,469,95,Z,50760
33526,293,50,B,22638
33527,309,18,L,24852
33528,705,17,P,57760
33529,102,79,V,15566
33530,493,95,W,51156
33531,791,13,F,56280
33532,610,76,U,58310
33533,275,63,J,25012
33534,556,44,B,39600
33535,829,82,G,64681
33536,103,69,L,13072
33537,412,85,R,40754
33538,213,67,M,21560
33539,15,100,C,7705
33540,454,26,E,33120
33541,780,62,E,58098
33542,543,62,K,45375
33543,166,26,E,13248
33544,1,13,G,994
33545,276,17,I,21389
33546,640,93,K,54975
33547,172,68,O,18960
33548,707,81,S,65404
33549,752,20,V,66392
33550,262,64,Y,29014
33551,503,23,G,37346
33552,444,38,P,38560
33553,816,11,O,65333
33554,162,31,E,13317
33555,163,36,W,17313
33556,598,69,Z,60030
33557,504,63,T,47628
33558,116,66,O,14378
33559,591,66,F,45990
33560,424,85,H,36648
33561,169,23,W,16704
33562,552,63,E,42435
33563,584,13,S,49551
33564,600,20,M,47740
33565,864,28,T,74928
33566,618,44,Z,59580
33567,889,19,I,66284
33568,237,33,W,23490
33569,148,61,V,17974
33570,213,24,B,15642
33571,675,78,E,51957
33572,839,17,N,66768
33573,995,81,W,93612
33574,233,25,A,16770
33575,643,25,L,50768
33576,547,23,S,47310
33577,462,86,Z,49320
33578,152,16,Q,13608
33579,132,62,H,13968
33580,850,73,W,80301
33581,130,78,F,14560
33582,459,32,E,33879
33583,600,41,Z,57690
33584,807,16,R,67486
33585,192,69,L,19836
33586,199,29,T,19152
33587,391,96,X,42856
33588,175,16,A,12415
33589,514,48,N,43836
33590,941,48,N,77142
33591,529,73,S,49966
33592,885,46,S,77273
33593,489,82,T,47964
33594,752,95,K,63525
33595,634,93,L,55252
33596,46,12,O,4582
33597,324,48,C,24924
33598,87,65,O,12008
33599,785,65,M,65450
33600,27,51,A,5070
33601,454,52,A,32890
33602,706,22,D,49504
33603,906,64,H,69840
33604,627,84,A,46215
33605,864,43,O,71653
33606,315,30,K,25875
33607,362,25,R,31734
33608,19,72,L,6916
33609,256,34,T,24360
33610,833,61,I,65262
33611,3,32,A,2275
33612,488,71,A,36335
33613,300,94,B,26004
33614,213,57,X,23760
33615,969,86,K,79125
33616,44,97,F,9870
33617,905,43,M,72996
33618,644,100,S,61752
33619,667,35,Q,56862
33620,625,26,U,55335
33621,430,54,T,40656
33622,763,70,F,58310
33623,371,35,K,30450
33624,411,49,F,32200
33625,583,41,M,48048
33626,18,91,L,8284
33627,772,48,F,57400
33628,486,39,W,45675
33629,212,82,U,24990
33630,361,42,Q,32643
33631,556,85,I,46793
33632,957,50,X,88616
33633,671,67,E,50922
33634,779,74,I,62269
33635,383,44,G,30317
33636,693,61,P,60320
33637,85,77,P,12960
33638,832,76,Z,81720
33639,397,36,F,30310
33640,716,28,C,49848
33641,852,34,C,59362
33642,143,85,H,16416
33643,301,42,D,23324
33644,248,92,D,23120
33645,827,10,I,61101
33646,700,77,T,65268
33647,244,43,C,19229
33648,418,51,T,39396
33649,505,32,G,38127
33650,368,12,R,31160
33651,178,92,W,23490
33652,395,22,F,29190
33653,537,65,M,46354
33654,287,52,Z,30510
33655,79,57,D,9248
33656,605,44,M,49973
33657,459,78,A,34905
33658,677,11,D,46784
33659,197,71,D,18224
33660,197,97,E,20286
33661,397,67,P,37120
33662,910,98,S,83664
33663,70,11,Y,7209
33664,744,75,C,54873
33665,192,95,D,19516
33666,393,33,C,28542
33667,275,42,G,22507
33668,567,18,M,45045
33669,652,77,N,56862
33670,22,23,P,3600
33671,312,45,K,26775
33672,293,57,N,27300
33673,347,47,U,33490
33674,591,74,R,54530
33675,282,82,C,24388
33676,810,75,F,61950
33677,848,34,C,59094
33678,467,93,U,47600
33679,85,95,L,13680
33680,586,58,M,49588
33681,361,63,H,30528
33682,573,37,N,47580
33683,895,38,T,78372
33684,431,54,O,38315
33685,852,94,M,72842
33686,582,62,K,48300
33687,774,78,M,65604
33688,587,90,Y,60253
33689,606,60,A,43290
33690,679,71,P,60000
33691,355,61,U,35360
33692,410,17,R,35014
33693,22,51,L,5548
33694,898,62,B,63360
33695,630,13,X,56584
33696,426,25,T,37884
33697,535,97,M,48664
33698,145,22,W,14529
33699,923,73,G,70716
33700,253,24,N,21606
33701,658,57,S,59345
33702,202,81,E,19527
33703,382,50,I,31536
33704,161,59,Q,17820
33705,645,93,X,64944
33706,682,85,W,66729
33707,401,24,Q,34425
33708,95,92,G,13277
33709,574,56,B,41580
33710,366,46,L,31312
33711,251,50,H,21672
33712,788,93,W,76647
33713,349,48,C,26599
33714,219,64,S,23489
33715,321,11,F,23240
33716,441,15,Z,41040
33717,444,27,M,36267
33718,472,85,I,40661
33719,431,64,O,39105
33720,460,38,T,41832
33721,117,70,B,12342
33722,29,59,Z,7920
33723,315,82,B,26202
33724,355,61,F,29120
33725,303,40,L,26068
33726,899,87,L,74936
33727,509,17,E,36294
33728,602,63,Z,59850
33729,727,39,Y,68174
33730,272,93,X,32120
33731,38,98,J,10064
33732,311,63,F,26180
33733,956,92,P,83840
33734,560,34,J,43956
33735,477,37,G,36494
33736,754,60,W,70818
33737,649,17,O,52614
33738,539,56,D,40460
33739,644,37,J,50394
33740,732,29,G,54031
33741,644,97,H,53352
33742,765,11,W,67512
33743,230,38,X,23584
33744,745,70,M,62755
33745,725,81,B,53196
33746,385,62,G,31737
33747,576,90,O,52614
33748,351,58,G,29039
33749,881,58,C,62913
33750,93,23,V,9976
33751,610,38,O,51192
33752,191,62,T,21252
33753,412,55,H,33624
33754,10,39,K,3675
33755,654,15,A,43485
33756,197,94,F,20370
33757,661,86,M,57519
33758,641,34,P,54000
33759,991,25,S,84328
33760,841,54,J,66230
33761,71,89,X,14080
33762,844,63,D,61676
33763,176,46,C,14874
33764,202,64,X,23408
33765,819,27,C,56682
33766,136,48,S,15272
33767,666,28,J,51356
33768,908,19,Q,75087
33769,664,74,F,51660
33770,638,99,J,54538
33771,941,60,Q,81081
33772,606,71,Z,60930
33773,394,54,M,34496
33774,555,14,I,41537
33775,54,37,B,6006
33776,126,31,L,11932
33777,901,68,J,71706
33778,294,64,V,30788
33779,512,51,H,40536
33780,508,18,P,42080
33781,381,71,O,35708
33782,32,24,P,4480
33783,859,24,Q,71523
33784,700,54,P,60320
33785,785,56,U,71485
33786,662,54,G,50836
33787,31,49,U,6800
33788,904,36,X,82720
33789,264,51,L,23940
33790,141,30,P,13680
33791,258,57,G,22365
33792,294,79,E,25737
33793,335,89,G,30104
33794,409,74,O,38157
33795,168,74,H,17424
33796,394,24,Z,37620
33797,242,55,S,24651
33798,679,98,U,66045
33799,195,86,Z,25290
33800,970,33,Y,89267
33801,909,36,G,67095
33802,593,23,Y,54824
33803,409,69,E,32982
33804,400,56,P,36480
33805,358,80,P,35040
33806,336,83,L,31844
33807,601,51,K,48900
33808,387,30,O,32943
33809,477,70,U,46495
33810,502,27,K,39675
33811,819,50,T,72996
33812,199,49,P,19840
33813,98,94,M,14784
33814,988,70,U,89930
33815,638,11,N,50622
33816,690,90,H,56160
33817,393,67,G,32660
33818,962,27,H,71208
33819,619,22,F,44870
33820,176,48,U,19040
33821,545,73,O,48822
33822,217,87,K,22800
33823,531,62,L,45068
33824,247,42,Z,26010
33825,22,72,K,7050
33826,938,77,N,79170
33827,701,18,J,53206
33828,910,74,T,82656
33829,723,43,Q,62046
33830,990,97,H,78264
33831,906,34,G,66740
33832,996,28,I,74752
33833,13,34,M,3619
33834,443,57,P,40000
33835,807,23,C,55610
33836,520,26,S,45318
33837,93,78,F,11970
33838,561,68,Y,55981
33839,403,77,Y,42720
33840,842,27,N,67782
33841,528,46,H,41328
33842,96,53,K,11175
33843,905,82,G,70077
33844,179,60,Z,21510
33845,105,65,Y,15130
33846,476,84,R,45920
33847,862,62,S,76692
33848,676,57,P,58640
33849,732,76,F,56560
33850,165,84,Y,22161
33851,620,55,N,52650
33852,674,29,H,50616
33853,4,15,O,1501
33854,144,49,F,13510
33855,462,35,K,37275
33856,956,46,M,77154
33857,324,75,M,30723
33858,613,26,O,50481
33859,829,68,P,71760
33860,58,49,R,8774
33861,398,100,L,37848
33862,991,95,K,81450
33863,958,56,A,65910
33864,255,33,U,24480
33865,381,39,U,35700
33866,201,79,N,21840
33867,179,69,P,19840
33868,80,62,R,11644
33869,508,53,A,36465
33870,112,64,G,12496
33871,276,36,L,23712
33872,102,82,R,15088
33873,468,41,U,43265
33874,526,10,O,42344
33875,260,24,K,21300
33876,392,99,E,33879
33877,515,41,E,38364
33878,391,86,C,31959
33879,359,28,L,29412
33880,789,85,M,67298
33881,405,51,R,37392
33882,383,66,V,38614
33883,372,19,Z,35190
33884,762,26,V,67768
33885,214,67,X,24728
33886,409,30,W,38193
33887,309,87,M,30492
33888,641,40,J,50394
33889,760,29,F,55230
33890,805,81,D,60248
33891,210,53,T,22092
33892,952,23,L,74100
33893,895,94,F,69230
33894,703,72,U,65875
33895,63,100,C,10921
33896,295,90,R,31570
33897,930,85,Z,91350
33898,113,98,Z,18990
33899,505,34,Q,43659
33900,47,97,M,11088
33901,479,45,D,35632
33902,982,18,F,70000
33903,803,18,Y,73069
33904,878,42,L,69920
33905,223,22,C,16415
33906,512,18,O,41870
33907,857,45,Y,80278
33908,360,27,B,25542
33909,720,13,D,49844
33910,503,26,C,35443
33911,229,48,Q,22437
33912,329,13,K,25650
33913,608,27,F,44450
33914,861,81,J,69708
33915,563,85,Q,52488
33916,274,15,B,19074
33917,478,41,B,34254
33918,597,10,F,42490
33919,998,76,U,91290
33920,53,12,H,4680
33921,935,80,K,76125
33922,869,18,U,75395
33923,693,96,B,52074
33924,692,16,C,47436
33925,282,72,W,30798
33926,598,58,B,43296
33927,651,34,A,44525
33928,947,51,Q,80838
33929,492,10,U,42670
33930,216,33,B,16434
33931,10,94,K,7800
33932,266,65,D,22508
33933,192,49,K,18075
33934,691,26,E,49473
33935,369,62,U,36635
33936,437,51,L,37088
33937,885,73,E,66102
33938,531,16,T,45948
33939,254,40,Q,23814
33940,880,81,Q,77841
33941,947,43,R,81180
33942,951,100,J,77774
33943,35,35,W,6090
33944,110,64,U,14790
33945,165,71,J,17464
33946,925,30,T,80220
33947,644,94,T,61992
33948,272,42,K,23550
33949,850,83,C,62511
33950,869,77,N,73788
33951,571,89,N,51480
33952,808,78,C,59362
33953,255,38,G,20803
33954,262,48,U,26350
33955,228,48,X,24288
33956,642,66,J,52392
33957,290,12,A,19630
33958,269,58,I,23871
33959,538,31,Z,51210
33960,691,97,K,59100
33961,783,65,E,58512
33962,814,38,E,58788
33963,109,40,C,9983
33964,328,66,Q,31914
33965,746,17,F,53410
33966,180,94,N,21372
33967,894,53,Y,84283
33968,108,32,H,10080
33969,386,49,I,31755
33970,802,66,G,61628
33971,15,45,E,4140
33972,235,67,N,23556
33973,375,46,U,35785
33974,193,88,D,19108
33975,16,51,H,4824
33976,978,53,A,67015
33977,1000,60,L,80560
33978,625,20,B,42570
33979,891,72,E,66447
33980,463,54,F,36190
33981,154,48,K,15150
33982,580,11,D,40188
33983,229,79,R,25256
33984,450,28,X,42064
33985,471,54,H,37800
33986,906,11,C,61439
33987,982,87,K,80175
33988,654,27,A,44265
33989,941,33,W,84738
33990,621,44,K,49875
33991,254,88,R,28044
33992,10,39,S,4067
33993,775,93,J,64232
33994,69,93,W,14094
33995,15,55,N,5460
33996,164,10,W,15138
33997,462,67,A,34385
33998,774,77,U,72335
33999,552,78,R,51660
34000,521,24,K,40875
34001,884,95,V,84194
34002,234,62,J,21904
34003,480,68,N,42744
34004,4,50,W,4698
34005,912,10,G,65462
34006,856,20,X,77088
34007,365,82,D,30396
34008,631,53,U,58140
34009,323,49,X,32736
34010,354,29,E,26427
34011,890,26,V,78776
34012,424,91,E,35535
34013,97,80,Y,15753
34014,489,97,S,48638
34015,454,48,H,36144
34016,5,57,B,4092
34017,576,43,E,42711
34018,70,10,J,5920
34019,743,58,O,63279
34020,318,42,Y,32040
34021,429,74,S,41749
34022,75,38,Q,9153
34023,417,83,B,33000
34024,894,97,Y,88199
34025,309,31,B,22440
34026,835,91,D,62968
34027,605,80,Q,55485
34028,735,56,F,55370
34029,548,55,V,51858
34030,415,91,V,43516
34031,277,70,G,24637
34032,799,33,H,59904
34033,425,89,A,33410
34034,537,31,T,47712
34035,349,99,Y,39872
34036,57,53,I,8030
34037,549,84,P,50640
34038,935,87,E,70518
34039,971,94,A,69225
34040,312,73,W,33495
34041,64,18,U,6970
34042,179,24,A,13195
34043,819,77,P,71680
34044,32,99,Z,11790
34045,515,96,Z,54990
34046,974,40,G,71994
34047,756,98,M,65758
34048,994,30,L,77824
34049,607,78,X,60280
34050,869,23,X,78496
34051,411,50,O,36419
34052,55,69,B,8184
34053,517,40,K,41775
34054,419,67,F,34020
34055,182,92,Y,24386
34056,213,68,Y,25009
34057,88,90,N,13884
34058,117,81,Y,17622
34059,5,12,B,1122
34060,675,35,M,54670
34061,243,64,T,25788
34062,871,13,L,67184
34063,500,29,R,43378
34064,896,40,U,79560
34065,573,70,M,49511
34066,362,94,K,34200
34067,273,68,K,25575
34068,783,56,P,67120
34069,913,95,F,70560
34070,704,43,C,50049
34071,159,93,F,17640
34072,899,75,X,85712
34073,734,33,G,54457
34074,215,56,S,22493
34075,934,89,O,80817
34076,897,84,R,80442
34077,710,91,S,66483
34078,459,36,Y,44055
34079,963,16,E,67551
34080,77,54,D,8908
34081,84,22,W,9222
34082,856,55,Z,81990
34083,736,66,Z,72180
34084,903,26,T,78036
34085,639,99,N,57564
34086,271,27,F,20860
34087,519,26,M,41965
34088,519,62,B,38346
34089,61,90,I,11023
34090,946,38,W,85608
34091,575,75,V,55900
34092,928,71,Y,88911
34093,947,80,L,78052
34094,154,11,D,11220
34095,801,59,O,67940
34096,581,66,Y,57583
34097,360,97,D,31076
34098,606,38,K,48300
34099,730,65,H,57240
34100,19,54,F,5110
34101,421,73,K,37050
34102,258,31,S,23987
34103,855,100,H,68760
34104,867,92,V,82474
34105,789,25,I,59422
34106,596,41,P,50960
34107,463,17,C,32160
34108,638,50,D,46784
34109,660,27,B,45342
34110,274,53,N,25506
34111,305,47,Q,28512
34112,903,27,Y,82770
34113,996,97,D,74324
34114,437,76,J,37962
34115,68,72,P,11200
34116,667,65,F,51240
34117,777,69,N,65988
34118,151,97,V,21328
34119,844,43,U,75395
34120,438,42,I,35040
34121,569,83,F,45640
34122,762,24,U,66810
34123,70,74,A,9360
34124,638,83,B,47586
34125,837,64,Q,72981
34126,356,38,V,33884
34127,657,34,H,49752
34128,673,62,E,50715
34129,132,63,O,15405
34130,996,51,Y,93183
34131,571,63,R,51988
34132,604,19,A,40495
34133,17,99,B,7656
34134,283,79,I,26426
34135,523,90,T,51492
34136,632,39,Z,60390
34137,131,86,F,15190
34138,976,86,V,91332
34139,523,88,S,50713
34140,374,18,I,28616
34141,759,100,A,55835
34142,72,66,O,10902
34143,147,81,G,16188
34144,318,51,L,28044
34145,738,64,L,60952
34146,345,32,G,26767
34147,768,97,Q,70065
34148,614,33,Z,58230
34149,580,17,V,51342
34150,245,56,S,24983
34151,500,59,F,39130
34152,357,96,F,31710
34153,132,28,S,13280
34154,666,59,O,57275
34155,416,58,C,31758
34156,609,45,M,50358
34157,532,29,V,48246
34158,845,81,L,70376
34159,94,26,W,10440
34160,535,80,A,39975
34161,409,31,I,32120
34162,486,79,I,41245
34163,64,60,Z,11160
34164,934,46,L,74480
34165,32,90,W,10614
34166,111,85,N,15288
34167,773,46,M,63063
34168,845,21,D,58888
34169,189,56,E,16905
34170,12,25,B,2442
34171,209,93,I,22046
34172,329,92,D,28628
34173,528,86,A,39910
34174,693,57,R,61500
34175,435,51,U,41310
34176,968,87,J,78070
34177,938,33,H,69912
34178,699,42,F,51870
34179,162,41,W,17661
34180,559,56,D,41820
34181,918,95,E,69897
34182,523,52,J,42550
34183,606,41,Y,57583
34184,560,31,C,39597
34185,532,74,P,48480
34186,426,52,M,36806
34187,844,80,D,62832
34188,162,78,M,18480
34189,259,66,O,25675
34190,831,86,A,59605
34191,943,15,O,75682
34192,132,47,B,11814
34193,287,97,T,32256
34194,328,42,P,29600
34195,994,58,W,91524
34196,907,52,Y,85351
34197,892,94,L,74936
34198,74,56,Q,10530
34199,286,70,R,29192
34200,225,50,F,19250
34201,907,26,Q,75573
34202,101,31,D,8976
34203,927,15,G,66882
34204,663,77,O,58460
34205,172,75,C,16549
34206,381,19,X,35200
34207,815,16,G,59001
34208,780,71,T,71484
34209,30,55,V,7310
34210,519,55,B,37884
34211,351,21,U,31620
34212,882,89,M,74767
34213,674,26,V,60200
34214,789,49,Z,75420
34215,100,75,H,12600
34216,851,64,L,69540
34217,870,44,C,61238
34218,748,100,U,72080
34219,604,32,G,45156
34220,7,38,V,3870
34221,642,100,T,62328
34222,964,26,X,87120
34223,104,84,F,13160
34224,810,57,A,56355
34225,499,59,N,43524
34226,370,17,N,30186
34227,61,12,F,5110
34228,672,91,M,58751
34229,754,44,I,58254
34230,936,100,J,76664
34231,227,96,X,28424
34232,713,57,H,55440
34233,61,37,I,7154
34234,361,42,K,30225
34235,26,88,D,7752
34236,359,43,L,30552
34237,650,72,I,52706
34238,546,34,K,43500
34239,643,98,Y,65949
34240,208,16,H,16128
34241,990,85,N,83850
34242,649,78,K,54525
34243,944,65,G,71639
34244,753,90,D,57324
34245,24,37,Z,5490
34246,595,89,M,52668
34247,55,49,A,6760
34248,595,92,O,54273
34249,896,67,Z,86670
34250,294,75,L,28044
34251,535,28,J,41662
34252,220,36,P,20480
34253,132,17,E,10281
34254,222,39,X,22968
34255,851,69,J,68080
34256,127,19,B,9636
34257,932,31,B,63558
34258,109,65,U,14790
34259,648,25,R,55186
34260,588,90,A,44070
34261,307,23,A,21450
34262,33,62,H,6840
34263,351,61,Q,33372
34264,59,98,T,13188
34265,327,41,E,25392
34266,569,19,U,49980
34267,170,67,X,20856
34268,695,11,A,45890
34269,609,72,D,46308
34270,369,23,H,28224
34271,463,80,Q,43983
34272,385,19,V,34744
34273,121,71,G,13632
34274,793,79,V,74992
34275,935,21,R,78392
34276,310,79,E,26841
34277,716,21,B,48642
34278,936,81,V,87462
34279,478,48,L,39976
34280,518,39,G,39547
34281,410,81,E,33879
34282,762,79,D,57188
34283,572,85,S,54531
34284,908,22,U,79050
34285,307,77,A,24960
34286,646,37,C,45761
34287,663,35,B,46068
34288,979,40,Z,91710
34289,307,47,F,24780
34290,577,74,H,46872
34291,292,16,M,23716
34292,636,68,T,59136
34293,687,85,U,65620
34294,787,19,W,70122
34295,732,44,V,66736
34296,48,43,M,7007
34297,530,100,V,54180
34298,783,95,O,69362
34299,329,96,U,36125
34300,265,74,L,25764
34301,840,34,A,56810
34302,361,86,I,32631
34303,866,10,K,65700
34304,738,68,C,54002
34305,159,33,D,13056
34306,880,13,P,71440
34307,705,92,M,61369
34308,455,46,M,38577
34309,829,51,A,57200
34310,745,51,B,52536
34311,839,20,X,75592
34312,560,36,R,48872
34313,463,98,T,47124
34314,648,82,H,52560
34315,405,83,S,40504
34316,653,31,L,51984
34317,629,61,I,50370
34318,732,14,J,55204
34319,517,95,S,50796
34320,220,18,Y,21182
34321,477,52,Z,47610
34322,598,57,K,49125
34323,412,36,G,31808
34324,861,12,G,61983
34325,334,54,X,34144
34326,989,19,M,77616
34327,174,72,T,20664
34328,181,11,U,16320
34329,115,47,V,13932
34330,358,94,P,36160
34331,452,63,O,40685
34332,332,39,Q,30051
34333,294,81,O,29625
34334,18,40,Y,5162
34335,598,24,R,51004
34336,650,30,J,50320
34337,883,92,Y,86775
34338,807,36,E,58167
34339,434,62,T,41664
34340,584,88,X,59136
34341,470,69,N,42042
34342,264,33,B,19602
34343,108,31,E,9591
34344,379,81,S,38180
34345,216,64,W,24360
34346,248,88,R,27552
34347,132,51,K,13725
34348,161,68,F,16030
34349,594,43,G,45227
34350,35,96,W,11397
34351,117,32,M,11473
34352,202,69,N,21138
34353,630,13,M,49511
34354,310,91,F,28070
34355,594,85,H,48888
34356,3,37,T,3360
34357,544,14,R,45756
34358,700,48,Y,66572
34359,473,18,G,34861
34360,238,59,T,24948
34361,998,66,L,80864
34362,489,43,O,42028
34363,67,66,N,10374
34364,521,96,M,47509
34365,554,70,N,48672
34366,839,26,Y,76985
34367,508,26,L,40584
34368,510,78,I,42924
34369,860,57,H,66024
34370,508,97,Z,54450
34371,43,46,Q,7209
34372,672,19,R,56662
34373,2,90,H,6624
34374,901,72,U,82705
34375,89,45,X,11792
34376,592,100,J,51208
34377,253,96,R,28618
34378,978,88,L,81016
34379,147,51,D,13464
34380,554,46,T,50400
34381,188,94,O,22278
34382,227,73,E,20700
34383,735,52,J,58238
34384,799,100,N,70122
34385,19,92,H,7992
34386,977,24,N,78078
34387,816,82,F,62860
34388,683,95,S,64574
34389,111,76,E,12903
34390,596,76,U,57120
34391,586,32,U,52530
34392,586,18,B,39864
34393,440,52,C,32964
34394,346,21,R,30094
34395,4,83,V,7482
34396,121,59,X,15840
34397,825,79,O,71416
34398,231,86,H,22824
34399,238,64,D,20536
34400,965,97,E,73278
34401,572,13,D,39780
34402,318,94,H,29664
34403,596,16,P,48960
34404,845,10,L,64980
34405,311,100,P,32880
34406,879,74,A,61945
34407,474,33,C,33969
34408,442,40,M,37114
34409,183,80,C,17621
34410,322,98,G,29820
34411,760,84,D,57392
34412,186,82,A,17420
34413,144,65,D,14212
34414,609,77,X,60368
34415,197,97,M,22638
34416,103,17,Y,10680
34417,412,37,Z,40410
34418,603,97,L,53200
34419,521,61,T,48888
34420,953,64,Y,90513
34421,289,20,N,24102
34422,487,99,T,49224
34423,49,19,X,5984
34424,616,59,Z,60750
34425,467,67,C,35778
34426,267,93,E,24840
34427,312,12,C,21708
34428,915,75,Q,80190
34429,516,54,V,49020
34430,176,92,I,19564
34431,862,42,Q,73224
34432,282,37,Q,25839
34433,792,69,J,63714
34434,947,24,H,69912
34435,108,57,X,14520
34436,662,45,B,46662
34437,882,78,A,62400
34438,674,79,A,48945
34439,974,58,A,67080
34440,216,67,R,23206
34441,333,88,B,27786
34442,498,11,F,35630
34443,520,95,V,52890
34444,503,94,E,41193
34445,788,44,Z,74880
34446,272,22,I,21462
34447,744,94,L,63688
34448,560,11,Q,46251
34449,28,40,S,5644
34450,686,12,I,50954
34451,523,23,I,39858
34452,280,77,A,23205
34453,18,95,H,8136
34454,487,18,P,40400
34455,417,29,K,33450
34456,387,29,R,34112
34457,292,15,R,25174
34458,21,52,M,5621
34459,169,49,C,14606
34460,509,75,A,37960
34461,657,74,E,50439
34462,634,11,O,50955
34463,509,75,H,42048
34464,310,42,N,27456
34465,507,78,M,45045
34466,487,94,I,42413
34467,543,18,W,48807
34468,89,63,E,10488
34469,76,24,B,6600
34470,860,38,R,73636
34471,430,49,F,33530
34472,722,92,A,52910
34473,569,92,I,48253
34474,762,65,N,64506
34475,962,47,J,74666
34476,457,48,U,42925
34477,513,38,N,42978
34478,227,43,Y,24030
34479,541,54,A,38675
34480,39,70,A,7085
34481,798,88,V,76196
34482,444,83,R,43214
34483,556,96,T,54768
34484,962,90,Y,93628
34485,64,57,M,9317
34486,53,44,M,7469
34487,844,12,L,65056
34488,843,68,A,59215
34489,910,45,K,71625
34490,215,39,S,21082
34491,660,53,Z,64170
34492,518,50,G,40328
34493,540,76,W,53592
34494,44,78,T,10248
34495,467,65,X,46816
34496,827,50,E,60513
34497,242,68,T,26040
34498,670,51,J,53354
34499,764,84,Z,76320
34500,223,89,M,24024
34501,126,66,T,16128
34502,647,94,O,58539
34503,599,99,A,45370
34504,842,28,K,65250
34505,118,89,P,16560
34506,123,81,F,14280
34507,751,40,C,52997
34508,469,54,F,36610
34509,609,50,L,50084
34510,128,74,U,17170
34511,330,60,D,26520
34512,784,96,G,62480
34513,618,49,Q,54027
34514,830,14,I,61612
34515,752,21,R,63386
34516,284,37,S,26643
34517,54,51,G,7455
34518,206,94,N,23400
34519,781,73,V,73444
34520,919,88,F,70490
34521,684,14,A,45370
34522,305,16,F,22470
34523,80,35,S,9545
34524,808,31,A,54535
34525,527,22,Z,49410
34526,182,84,N,20748
34527,656,50,T,59304
34528,474,84,A,36270
34529,923,32,F,66850
34530,881,100,Q,79461
34531,571,16,C,39329
34532,284,79,E,25047
34533,338,52,W,33930
34534,448,79,U,44795
34535,34,78,H,8064
34536,199,96,L,22420
34537,476,45,Z,46890
34538,52,54,B,6996
34539,299,98,L,30172
34540,113,100,R,17466
34541,51,89,Q,11340
34542,940,29,K,72675
34543,278,70,H,25056
34544,986,44,X,90640
34545,440,82,Z,46980
34546,475,23,K,37350
34547,215,51,X,23408
34548,929,18,X,83336
34549,610,99,Y,63101
34550,810,70,R,72160
34551,603,97,S,58100
34552,135,28,H,11736
34553,425,44,Z,42210
34554,260,49,X,27192
34555,711,50,M,58597
34556,320,100,B,27720
34557,638,47,S,56855
34558,417,38,Y,40495
34559,744,16,L,57760
34560,439,67,P,40480
34561,217,64,M,21637
34562,598,33,F,44170
34563,876,47,Z,83070
34564,310,32,X,30096
34565,651,44,C,46565
34566,188,100,G,20448
34567,436,81,X,45496
34568,629,40,H,48168
34569,357,40,M,30569
34570,278,17,N,23010
34571,34,10,U,3740
34572,258,14,P,21760
34573,290,51,A,22165
34574,85,20,R,8610
34575,459,60,R,42558
34576,936,28,Y,85796
34577,581,31,Z,55080
34578,463,57,B,34320
34579,476,31,F,35490
34580,727,61,N,61464
34581,504,59,R,46166
34582,779,92,N,67938
34583,211,47,X,22704
34584,273,45,U,27030
34585,57,95,B,10032
34586,768,14,W,68034
34587,555,87,P,51360
34588,575,54,E,43401
